state,bill_name,bill_summary,status,bill_url,lastAction_date,lastAction_main
NE,LB467,Prohibit consideration of certain factors in redistricting,Intro,https://legiscan.com/NE/bill/LB467/2019,2019-02-06,To Legislature Executive Board Committee
MO,HJR47,Modifies provisions for redistricting and lobbyist gifts,Intro,https://legiscan.com/MO/bill/HJR47/2019,2019-04-16,HCS Reported Do Pass (H)
TN,SB0561,"As introduced, extends the deadline for the advisory task force reviewing the composition of Tennessee's current judicial districts to publish its proposed statewide judicial redistricting plan from December 1, 2019, to December 15, 2019. - Amends TC...",Intro,https://legiscan.com/TN/bill/SB0561/2019,2019-04-17,To Senate Judiciary Committee
TN,HB1156,"As introduced, extends the deadline for the advisory task force reviewing the composition of Tennessee's current judicial districts to publish its proposed statewide judicial redistricting plan from December 1, 2019, to December 15, 2019. - Amends TC...",Intro,https://legiscan.com/TN/bill/HB1156/2019,2019-04-17,"To House Finance, Ways & Means Subcommittee Committee"
MS,SB2572,An Act To Provide That The Governor May Restore The Right Of Suffrage To Certain Persons Disqualified By Reason Of Conviction Of A Disenfranchising Crime; To Provide That A Person Shall Be Enfranchised After Completing Any Sentence And Paying Any Fin...,Fail,https://legiscan.com/MS/bill/SB2572/2019,2019-02-05,Died In Committee
IA,SCR5,A concurrent resolution relating to joint rules of the Senate and House of Representatives for the Eighty-eighth General Assembly.,Intro,https://legiscan.com/IA/bill/SCR5/2019,2019-03-07,Message from House. S.J. 495.
IA,HCR11,A concurrent resolution relating to joint rules of the Senate and House of Representatives for the Eighty-eighth General Assembly. (Formerly HSB 98.),Intro,https://legiscan.com/IA/bill/HCR11/2019,2019-03-07,Withdrawn. H.J. 465.
IA,HSB98,A concurrent resolution relating to joint rules of the Senate and House of Representatives for the Eighty-eighth General Assembly.,N/A,https://legiscan.com/IA/bill/HSB98/2019,2019-03-05,"Committee report, recommending passage. H.J. 403."
MS,SB2464,"An Act To Provide That Any Person Submitting A Voter Registration Application Must Present Certain Documents To Prove His Or Her Status As A United States Citizen; To Amend Sections 23-15-33, 23-15-39 And 23-15-47, Mississippi Code Of 1972, To Confor...",Fail,https://legiscan.com/MS/bill/SB2464/2019,2019-02-05,Died In Committee
HI,HB927,"Authorizes the Land Use Commission to amend, revise, or modify a decision and order granting a district boundary amendment, or fine a petitioner, upon finding that a petitioner or its successors or assigns have not adhered to the conditions imposed b...",Intro,https://legiscan.com/HI/bill/HB927/2019,2019-01-28,"To House Water, Land, & Hawaiian Affairs Committee"
IL,HB2631,"Amends the Election Code. Removes ward committeepersons for each ward in cities containing a population of 500,000 or more and township committeepersons for each township or part of a township that lies outside of cities having a population of 200,00...",Intro,https://legiscan.com/IL/bill/HB2631/2019,2019-03-29,To House Rules Committee
MS,SB2073,"An Act To Abolish Partisan Primaries; To Provide The Time For Holding General And Preferential Elections; To Provide That When Only One Person Has Qualified As A Candidate For An Office, Such Person's Name Shall Be Placed On The General Election Ball...",Fail,https://legiscan.com/MS/bill/SB2073/2019,2019-02-05,Died In Committee
MS,SB2085,"An Act To Abolish Partisan Primaries; To Provide The Time For Holding General And Preferential Elections; To Provide That When Only One Person Has Qualified As A Candidate For An Office, Such Person's Name Shall Be Placed On The General Election Ball...",Fail,https://legiscan.com/MS/bill/SB2085/2019,2019-02-05,Died In Committee
IA,HF216,A bill for an act concerning county supervisor representation plans.,Intro,https://legiscan.com/IA/bill/HF216/2019,2019-03-05,To House Local Government Committee
IL,HB0827,"Amends the Election Code. Provides for the election of the board of trustees of the City Colleges of Chicago, Illinois Community College District No. 508, at the general primary election in 2020 on a nonpartisan ballot. Provides that a member of the ...",Intro,https://legiscan.com/IL/bill/HB0827/2019,2019-03-29,To House Rules Committee
IL,SB1859,"Amends the Election Code. Provides for the election of the board of trustees of the City Colleges of Chicago, Illinois Community College District No. 508, at the general primary election in 2020 on a nonpartisan ballot. Provides that a member of the ...",Intro,https://legiscan.com/IL/bill/SB1859/2019,2019-02-15,To Senate Assignments Committee
IL,SB0206,"Amends the Election Code. Provides for the election of the board of trustees of the City Colleges of Chicago, Illinois Community College District No. 508, at the general primary election in 2020 on a nonpartisan ballot. Provides that a member of the ...",Intro,https://legiscan.com/IL/bill/SB0206/2019,2019-02-05,To Senate Assignments Committee
IA,SSB1124,A bill for an act concerning county supervisor representation plans.,N/A,https://legiscan.com/IA/bill/SSB1124/2019,2019-02-06,"Subcommittee: Garrett, Lofgren and Quirmbach."
IL,SB1600,Creates the 2020 Census Grant Program Act. Creates the 2020 Census Grant Program for the purpose of issuing matching grants to local governments and nonprofit organizations to support the accurate counting of the population of the State and its local...,Intro,https://legiscan.com/IL/bill/SB1600/2019,2019-03-28,To Senate Assignments Committee
IL,HB0928,Creates the 2020 Census Grant Program Act. Creates the 2020 Census Grant Program for the purpose of issuing matching grants to local governments and nonprofit organizations to support the accurate counting of the population of the State and its local...,Intro,https://legiscan.com/IL/bill/HB0928/2019,2019-03-29,To House Rules Committee
AK,HB39,Approp: Operating Budget/loans/funds,Engross,https://legiscan.com/AK/bill/HB39/2019,2019-04-12,To Senate Finance Committee
MS,SB2102,"An Act To Amend Section 37-7-203, Mississippi Code Of 1972, To Provide That The Trustees Of Municipal Separate School Districts Shall Be Elected From Special Trustee Election Districts By The Qualified Electors Of Such District Beginning With The Mun...",Fail,https://legiscan.com/MS/bill/SB2102/2019,2019-02-05,Died In Committee
HI,HB1209,"Requires the Commission to file annual reports on the status of the progress of five-year boundary review. Requires counties to file annual updates to general plans, development plans, or community plans. (HB1209 HD2)",Engross,https://legiscan.com/HI/bill/HB1209/2019,2019-03-18,To Senate Housing Committee
US,HB1799,Voting Rights Amendment Act of 2019,Intro,https://legiscan.com/US/bill/HB1799/2019,2019-03-14,To House Judiciary Committee
NJ,ACR60,Proposes constitutional amendment to change legislative Apportionment Commission membership; establishes new requirements on commission for process and legislative district composition.,Intro,https://legiscan.com/NJ/bill/ACR60/2018,2018-01-09,To Assembly State and Local Government Committee
AK,SB19,Approp: Capital Budget; Supplemental,Intro,https://legiscan.com/AK/bill/SB19/2019,2019-02-13,To Senate Finance Committee
AK,HB38,Approp: Capital Budget,Intro,https://legiscan.com/AK/bill/HB38/2019,2019-02-21,To House Finance Committee
GA,SR4,A RESOLUTION adopting the Rules of the Senate; and for other purposes.,Engross,https://legiscan.com/GA/bill/SR4/2019,2019-01-14,Senate Passed/Adopted
MS,SB2068,"An Act To Codify Section 37-6-17, Mississippi Code Of 1972, To Enact The ""nonpartisan School Board Election Act""; To Provide That Beginning With The November 2023 General Election And The November 2024 Presidential Election, The Members Of The County...",Fail,https://legiscan.com/MS/bill/SB2068/2019,2019-02-05,Died In Committee
NJ,ACR119,Proposes constitutional amendment to change legislative Apportionment Commission membership; establishes new requirements on commission for process and legislative district composition.,Intro,https://legiscan.com/NJ/bill/ACR119/2018,2018-02-01,To Assembly State and Local Government Committee
IL,SB0153,Amends the Election Code. Provides for the election of the Chicago Board of Education starting with the 2023 consolidated primary election. Makes related changes. Amends the Chicago School District Article of the School Code. Provides that a person s...,Intro,https://legiscan.com/IL/bill/SB0153/2019,2019-02-26,Added as Chief Co-Sponsor Sen. Martin A. Sandoval
IL,HB0042,Amends the Election Code. Provides for the election of the Chicago Board of Education starting with the 2023 consolidated primary election. Makes related changes. Amends the Chicago School District Article of the School Code. Provides that a person s...,Intro,https://legiscan.com/IL/bill/HB0042/2019,2019-03-29,To House Rules Committee
MS,HB999,An Act To Create The Pre-election Day Voting Act; To Provide Definitions; To Provide That The Pre-election Day Voting Period Shall Begin Twenty-one Days Before The Election And Continue Until Noon On The Saturday Immediately Preceding The Election; T...,Fail,https://legiscan.com/MS/bill/HB999/2019,2019-02-05,Died In Committee
IL,SB1587,Amends the Election Code. Provides for the election of the Chicago Board of Education at the general primary election in 2020 only as a nonpartisan election on a separate ballot. Provides that a member of the Chicago Board of Education shall be elect...,Intro,https://legiscan.com/IL/bill/SB1587/2019,2019-04-05,To Senate Assignments Committee
MS,SB2508,An Act To Restore The Right Of Suffrage To Certain Persons Disqualified By Reason Of Conviction Of A Disenfranchising Crime; To Provide That Such Persons Shall Be Enfranchised After Completing The Term Of Incarceration And Parole Or Upon The Impositi...,Fail,https://legiscan.com/MS/bill/SB2508/2019,2019-02-05,Died In Committee
ID,H0171,ELECTIONS -- Amends existing law to revise the time lines for the transmission of certain election and ballot information and to make other election law changes.,Pass,https://legiscan.com/ID/bill/H0171/2019,2019-03-18,"Reported Signed by Governor on March 18, 2019 Session Law Chapter 96 Effective: 03/18/2019"
IN,SB0560,Various election law matters. Makes the following changes: (1) Removes provisions relating to candidates for President of the United States filing ballot placement requests with the secretary of state. (2) Provides that the election division annual t...,Enroll,https://legiscan.com/IN/bill/SB0560/2019,2019-04-17,Motion to dissent filed
VA,HB2450,"Annexation; alternatives. Makes the current temporary moratorium on city annexation permanent by removing the expiration date and references to city annexation throughout the Code. Similarly, provisions regarding county immunity to city annexation ar...",Intro,https://legiscan.com/VA/bill/HB2450/2019,2019-02-05,"To House Counties, Cities and Towns Committee"
MN,HF1554,"Public subsidy program repealed, and voluntary pledges to abide by expenditure limited provided.",Intro,https://legiscan.com/MN/bill/HF1554/2019,2019-02-21,To House Government Operations Committee
MS,HB1338,"An Act To Amend Section 23-15-11, Mississippi Code Of 1972, To Provide That A Person Who Is Otherwise A Qualified Elector And Has Been Convicted Of A Felony Shall Have His Or Her Right To Vote Suspended Upon Conviction And Shall Not Have His Or Her R...",Fail,https://legiscan.com/MS/bill/HB1338/2019,2019-02-05,Died In Committee
MS,HB1526,"An Act To Amend Section 23-15-11, Mississippi Code Of 1972, To Provide That A Person Who Is Otherwise A Qualified Elector And Has Been Convicted Of A Felony Shall Have His Or Her Right To Vote Suspended Upon Conviction And Shall Not Have His Or Her R...",Fail,https://legiscan.com/MS/bill/HB1526/2019,2019-02-05,Died In Committee
NJ,SCR152,Proposes constitutional amendment to change legislative Apportionment Commission membership; establishes new requirements on commission for process and legislative district composition.,Intro,https://legiscan.com/NJ/bill/SCR152/2018,2018-12-13,Public Hearing Held SSG
MS,HB1189,"An Act To Amend Section 23-15-11, Mississippi Code Of 1972, To Provide That A Person Who Is Otherwise A Qualified Elector And Has Been Convicted Of Bribery, Theft, Arson, Obtaining Money Or Goods Under False Pretense, Perjury, Forgery, Embezzlement O...",Fail,https://legiscan.com/MS/bill/HB1189/2019,2019-02-05,Died In Committee
MS,HB476,"An Act To Amend Section 23-15-11, Mississippi Code Of 1972, To Provide That A Person Who Is Otherwise A Qualified Elector And Has Been Convicted Of A Felony Shall Have His Or Her Right To Vote Suspended Upon Conviction And Shall Not Have His Or Her R...",Fail,https://legiscan.com/MS/bill/HB476/2019,2019-02-05,Died In Committee
MS,HB985,"An Act To Amend Section 23-15-11, Mississippi Code Of 1972, To Provide That A Person Who Is Otherwise A Qualified Elector And Has Been Convicted Of A Felony Shall Have His Or Her Right To Vote Suspended Upon Conviction And Shall Not Have His Or Her R...",Fail,https://legiscan.com/MS/bill/HB985/2019,2019-02-05,Died In Committee
MS,HB955,"An Act To Amend Section 23-15-11, Mississippi Code Of 1972, To Provide That A Person Who Is Otherwise A Qualified Elector And Has Been Convicted Of Vote Fraud Or Of Any Crime Listed In Section 241, Mississippi Constitution Of 1890, Shall Have His Or ...",Fail,https://legiscan.com/MS/bill/HB955/2019,2019-02-05,Died In Committee
MS,HB1420,"An Act To Amend Section 23-15-11, Mississippi Code Of 1972, To Provide That A Person Who Is Otherwise A Qualified Elector And Has Been Convicted Of Vote Fraud Or Of Any Crime Listed In Section 241, Mississippi Constitution Of 1890, Shall Have His Or ...",Fail,https://legiscan.com/MS/bill/HB1420/2019,2019-02-05,Died In Committee
NJ,ACR205,Proposes constitutional amendment to change legislative Apportionment Commission membership; establishes new requirements on commission for process and legislative district composition.,Intro,https://legiscan.com/NJ/bill/ACR205/2018,2018-12-13,Public Hearing Held AJU
HI,SB741,"Requires boundary amendments reflected in certain plans to be adopted in accordance with the approved plans, upon approval by the county land use decision-making authority, with concurrence from the land use commission. Increases housing inventory by...",Intro,https://legiscan.com/HI/bill/SB741/2019,2019-01-24,To Senate Housing Committee
MS,HB1027,"An Act To Amend Section 23-15-11, Mississippi Code Of 1972, To Provide That A Person Who Is Otherwise A Qualified Elector And Has Been Convicted Of Vote Fraud Or Of Any Crime Listed In Section 241, Mississippi Constitution Of 1890, Shall Have His Or ...",Fail,https://legiscan.com/MS/bill/HB1027/2019,2019-02-05,Died In Committee
CT,HB07160,To implement the Governor's budget recommendations.,Intro,https://legiscan.com/CT/bill/HB07160/2019,2019-04-12,Referred to Office of Legislative Research and Office of Fiscal Analysis 04/17/19 5:00 PM
AK,SB20,Approp: Operating Budget/loans/funds,Intro,https://legiscan.com/AK/bill/SB20/2019,2019-02-13,To Senate Finance Committee
CT,HB07148,To implement the Governor's budget recommendations.,Intro,https://legiscan.com/CT/bill/HB07148/2019,2019-02-22,To Joint Appropriations Committee
NE,LB246,Change provisions relating to elections,Intro,https://legiscan.com/NE/bill/LB246/2019,2019-03-05,Placed on General File
NM,HB407,Election Laws 50-year Tune-up,Pass,https://legiscan.com/NM/bill/HB407/2019,2019-03-12,Signed by Governor - Chapter 212 - Apr. 3
MS,HB998,An Act To Create The Early Voting Act; To Provide Definitions; To Provide That The Early Voting Period Shall Begin Thirty Days Before The Election And Continue Until The Last Regular Business Day Preceding The Election; To Provide That Early Voting S...,Fail,https://legiscan.com/MS/bill/HB998/2019,2019-02-05,Died In Committee
MS,HB1389,An Act To Create The Early Voting Act; To Provide Definitions; To Provide That The Early Voting Period Shall Begin Six Days Before The Election And Continue Until The Last Regular Business Day Preceding The Election; To Provide That Early Voting Shal...,Fail,https://legiscan.com/MS/bill/HB1389/2019,2019-02-05,Died In Committee
MS,HB1000,An Act To Create The Early Voting Act; To Provide Definitions; To Provide That The Early Voting Period Shall Begin Fifteen Days Before The Election And Continue Until The Last Regular Business Day Preceding The Election; To Provide That Early Voting ...,Fail,https://legiscan.com/MS/bill/HB1000/2019,2019-02-05,Died In Committee
MS,HB861,An Act To Create The Pre-election Day Voting Act; To Provide Definitions; To Provide That The Pre-election Day Voting Period Shall Begin Twenty Days Before The Election And Continue Until Noon On The Saturday Immediately Preceding The Election; To Pr...,Fail,https://legiscan.com/MS/bill/HB861/2019,2019-02-05,Died In Committee
MS,HB1001,An Act To Create The Pre-election Day Voting Act; To Provide Definitions; To Provide That The Pre-election Day Voting Period Shall Begin Twenty-one Days Before The Election And Continue Until Noon On The Saturday Immediately Preceding The Election; T...,Fail,https://legiscan.com/MS/bill/HB1001/2019,2019-02-05,Died In Committee
IL,SB1146,"Amends the Election Code. Provides that, except for in a county with a population of at least 3,000,000 or where election judges are selected by election commissioners, an election authority may reduce the number of judges of election in each precinc...",Intro,https://legiscan.com/IL/bill/SB1146/2019,2019-03-28,To Senate Assignments Committee
IL,HB2245,"Amends the Election Code. Provides that, except in a county with a county board of election commissioners, an election authority may reduce the number of judges of election in each precinct from 5 to 3 for any election. Provides that in certain citie...",Intro,https://legiscan.com/IL/bill/HB2245/2019,2019-03-29,To House Rules Committee
WA,SB5784,Concerning records disclosure and retention obligations of the legislative branch.,Intro,https://legiscan.com/WA/bill/SB5784/2019,2019-02-13,"To Senate State Government, Tribal Relations & Elections Committee"
ID,HJR002,"REDISTRICTING -- Proposes an amendment to Section 2, Article III, of the Idaho Constitution to increase the membership of the Commission for Reapportionment.",Intro,https://legiscan.com/ID/bill/HJR002/2019,2019-02-12,U.C. to be returned to State Affairs Committee
MS,SB2827,"An Act To Amend Section 9-1-43, Mississippi Code Of 1972, To Increase The Limit On Compensation Of Chancery Clerks And Circuit Clerks; To Amend Section 23-15-225, Mississippi Code Of 1972, To Increase The Compensation Of County Registrars Of Election...",Enroll,https://legiscan.com/MS/bill/SB2827/2019,2019-04-02,Due From Governor 04/19/19
AR,SB463,"To Amend The Law Concerning Initiatives And Referenda; And To Provide For The Licensing, Registration, And Enforcement Of Laws Concerning Certain Persons And Entities That Participate In The Paid Canvassing Industry.",Engross,https://legiscan.com/AR/bill/SB463/2019,2019-04-10,Recommended for study in the Interim Committee on STATE AGENCIES & GOVT'L AFFAIRS-SENATE
UT,HB0164,Local Boards and Councils Structure Amendments,Intro,https://legiscan.com/UT/bill/HB0164/2019,2019-03-14,House/ filed in House file for bills not passed
FL,S0556,"Requiring that a universal primary election open to all qualified electors, regardless of political party affiliation or lack thereof, be held for purposes of selecting candidates for specified federal, state, local, and district offices; specifying ...",Intro,https://legiscan.com/FL/bill/S0556/2019,2019-03-05,To Senate Ethics and Elections Committee
NC,S1,2019 Senate Permanent Rules,Pass,https://legiscan.com/NC/bill/S1/2019,2019-01-09,Adopted
NE,LB193,"Change provisions relating to cities of particular classes and villages, correct and include references as prescribed, and eliminate obsolete provisions and repeal definitions",Pass,https://legiscan.com/NE/bill/LB193/2019,2019-03-12,"Approved by Governor on March 07, 2019"
CO,SB241,"Concerning the nonsubstantive revision of statutes in the Colorado Revised Statutes, as amended, and, in connection therewith, amending or repealing obsolete, imperfect, and inoperative law to preserve the legislative intent, effect, and meaning of t...",Intro,https://legiscan.com/CO/bill/SB241/2019,2019-04-17,Senate Committee on Judiciary Refer Unamended - Consent Calendar to Senate Committee of the Whole
MA,H1811,Relative to the charter of the town of Plymouth. Municipalities and Regional Government. ,Intro,https://legiscan.com/MA/bill/H1811/2019,2019-01-22,To Joint Municipalities and Regional Government Committee
NC,H1,2019 House Temporary Rules,Pass,https://legiscan.com/NC/bill/H1/2019,2019-01-09,Adopted
MA,H2020,"House order No. 2019, the Rules of the House of Representatives for the 191st General Court, governing the 2019-2020 legislative sessions ",Intro,https://legiscan.com/MA/bill/H2020/2019,2019-01-31,"H2019, published as amended"
NC,H16,2019 House Permanent Rules,Pass,https://legiscan.com/NC/bill/H16/2019,2019-02-06,Adopted
NJ,SCR43,Proposes constitutional amendment to change legislative Apportionment Commission membership; establishes new requirements on commission for process and legislative district composition.,Intro,https://legiscan.com/NJ/bill/SCR43/2018,2018-12-13,Public Hearing Held SSG
MS,SB2527,"An Act To Amend Section 23-15-165, Mississippi Code Of 1972, To Require Registrars To Designate Which Party Primary Election A Voter Participates In After Each Such Election; To Remove Date Of Birth And Age Information From The List Of Items Exempt F...",Fail,https://legiscan.com/MS/bill/SB2527/2019,2019-02-05,Died In Committee
MA,S8,Proposed Senate Rules recommended by the temporary committee on Rules to be adopted as the permanent rules of the Senate for 2019-2020,Intro,https://legiscan.com/MA/bill/S8/2019,2019-01-31,"Reprinted, as amended, see S18"
IL,HB2267,Amends the Election Code. Provides for the election of the Chicago Board of Education at the general primary election in 2020 only as a nonpartisan election on a separate ballot. Provides that a member of the Chicago Board of Education shall be elect...,Engross,https://legiscan.com/IL/bill/HB2267/2019,2019-04-12,To Senate Assignments Committee
MA,S18,Proposed Senate Rules recommended by the temporary committee on Rules to be adopted as the permanent rules of the Senate for 2019-2020,Intro,https://legiscan.com/MA/bill/S18/2019,2019-01-31,"Report accepted, as amended - see Roll Call #13 [39 YEAS - 0 NAYS]"
MS,HB603,"An Act To Increase The Compensation Paid To Certain County Officials; To Amend Section 25-3-13, Mississippi Code Of 1972, To Revise The Salaries Of The Members Of The Boards Of Supervisors; To Amend Section 9-1-43, Mississippi Code Of 1972, To Increa...",Fail,https://legiscan.com/MS/bill/HB603/2019,2019-02-05,Died In Committee
UT,SB0025,Records Committees,Pass,https://legiscan.com/UT/bill/SB0025/2019,2019-03-25,Governor Signed in Lieutenant Governor's office for filing
NE,LB492,Adopt the Regional Metropolitan Transit Authority Act,Intro,https://legiscan.com/NE/bill/LB492/2019,2019-04-11,Hunt name added
TX,HB4666,"Relating to the modernization of the law governing the Port of Beaumont Navigation District of Jefferson County, Texas.",Intro,https://legiscan.com/TX/bill/HB4666/2019,2019-04-17,To House Transportation Committee
IA,SF36,"A bill for an act requiring that a primary runoff election be held in the event of an inconclusive primary election for certain offices, and including effective date and applicability provisions. (See SF 410.)",Intro,https://legiscan.com/IA/bill/SF36/2019,2019-02-28,Reported out of committee as SF 410. S.J. 438.
IA,SF410,"A bill for an act requiring that a primary runoff election be held in the event of an inconclusive primary election for certain offices, and including effective date and applicability provisions. (Formerly SF 36.)",Engross,https://legiscan.com/IA/bill/SF410/2019,2019-03-29,To House State Government Committee
NC,S138,Even-Yr Municipal Elections/Town of Black Mtn,Intro,https://legiscan.com/NC/bill/S138/2019,2019-02-27,To Senate Redistricting and Elections Committee
CA,AR1,Relative to the Standing Rules of the Assembly for the 2019–20 Regular Session.,Pass,https://legiscan.com/CA/bill/AR1/2019,2018-12-03,Read. Adopted. (Ayes 59. Noes 20. Page 59.).
MA,H2019,"Order (filed by Mr. Galvin of Canton) for the adoption of permanent House Rules for the 191st General Court governing the 2019-2020 legislative sessions (House, No. 2019). January 28, 2019.",Intro,https://legiscan.com/MA/bill/H2019/2019,2019-01-30,"Published as amended, see H2020"
MS,HB96,"An Act To Codify New Section 37-6-17, Mississippi Code Of 1972, To Require The Election Of All School Board Members At The Same Time As The Statewide General Election, Beginning In November 2019; To Provide That The Terms Of Office Of All School Boar...",Fail,https://legiscan.com/MS/bill/HB96/2019,2019-02-05,Died In Committee
MS,HB659,"An Act To Codify New Section 37-6-17, Mississippi Code Of 1972, To Require The Election Of All School Board Members At The Same Time As The Presidential Or General Statewide Elections, Beginning In November 2019 Or 2020 As Determined By School Board ...",Fail,https://legiscan.com/MS/bill/HB659/2019,2019-02-05,Died In Committee
TX,HR4,Adopting the rules of the House for the 86th Legislature.,Pass,https://legiscan.com/TX/bill/HR4/2019,2019-01-09,Reported enrolled
UT,HB0387,Boards and Commissions Amendments,Pass,https://legiscan.com/UT/bill/HB0387/2019,2019-03-25,Governor Signed in Lieutenant Governor's office for filing
NJ,A1563,Provides for paper ballots to replace existing voting machines; requires certain documentation as proof of voter identity to vote; updates procedures for challenging voters regarding proof of identity; makes an appropriation.,Intro,https://legiscan.com/NJ/bill/A1563/2018,2018-01-09,To Assembly State and Local Government Committee
CA,AB991,Maintenance of the codes.,Engross,https://legiscan.com/CA/bill/AB991/2019,2019-04-01,To Senate Rules Committee
IA,HF56,A bill for an act providing for the nonpartisan election and nomination by county primary election of county officers.,Intro,https://legiscan.com/IA/bill/HF56/2019,2019-02-12,To House State Government Committee
NC,S626,Assistance/Verification/Absentee Ballots,Intro,https://legiscan.com/NC/bill/S626/2019,2019-04-04,To Senate Redistricting and Elections Committee
WA,SB5153,Making 2019-2021 biennium operating appropriations.,Intro,https://legiscan.com/WA/bill/SB5153/2019,2019-04-01,To Senate Ways & Means Committee
WV,HR1,Adopting Rules of the House of Delegates,Pass,https://legiscan.com/WV/bill/HR1/2019,2019-01-09,Completed legislative action
DE,HB50,This Bill is the Fiscal Year 2020 Appropriations Act.,Intro,https://legiscan.com/DE/bill/HB50/2019,2019-01-24,To House Appropriations Committee
WA,HB1109,Making 2019-2021 biennium operating appropriations.,Engross,https://legiscan.com/WA/bill/HB1109/2019,2019-04-04,"Third reading, passed; yeas, 31; nays, 17; absent, 0; excused, 1."
IA,SR3,"A resolution relating to permanent rules of the senate for the eighty-eighth general assembly. BE IT RESOLVED BY THE SENATE, That the permanent rules of the senate for the eighty-seventh eighty-eighth general assembly be as follows:",Intro,https://legiscan.com/IA/bill/SR3/2019,2019-02-13,"Resolution adopted, as amended. S.J. 296."
NJ,S2019,"Appropriates $36,517,421,000 in State funds and $16,551,418,698 in federal funds for the State budget for fiscal year 2018-2019.",Pass,https://legiscan.com/NJ/bill/S2019/2018,2018-07-01,"Approved With Line Item Veto P.L.2018, c.53."
NJ,A4200,"Appropriates $36,517,421,000 in State funds and $16,551,418,698 in federal funds for the State budget for fiscal year 2018-2019.",Intro,https://legiscan.com/NJ/bill/A4200/2018,2018-06-21,Substituted by S2019
CA,AB190,Budget Act of 2019.,Intro,https://legiscan.com/CA/bill/AB190/2019,2019-01-24,To Assembly Budget Committee
CA,SB73,Budget Act of 2019.,Intro,https://legiscan.com/CA/bill/SB73/2019,2019-01-11,From printer.
OH,HB166,Creates FY 2020-2021 operating budget,Intro,https://legiscan.com/OH/bill/HB166/2019,2019-03-26,To House Finance Committee
NY,A02003,Makes appropriations for the support of government - Aid To Localities Budget.,Pass,https://legiscan.com/NY/bill/A02003/2019,2019-04-12,thru line veto memo.113
NY,S01503,Makes appropriations for the support of government - Aid To Localities Budget.,Intro,https://legiscan.com/NY/bill/S01503/2019,2019-03-31,SUBSTITUTED BY A2003D
